7519:46841,52552,8780,56895,11625,83518,3214,6590,11194,11813
7527:15904,29410,37166,115401,4396,44908,24793,5366,116172,73940
7542:14748,3601,18444,15623,7180,48465,64022,2634,39654,9633
7555:72027,78217,13716,81074,93182,4453,827,17692,10079,61646
7556:83566,60762,119724,34479,91678,32273,50278,9656,97712,48877
7558:15963,7573,104286,87995,105309,97544,30716,81623,116742,9343
7563:1762,3,84,19654,35630,80239,8688,2570,3588,41190
7572:29417,13994,73581,15752,14816,102432,14814,55937,79389,87718
7586:24539,107117,68401,64385,95878,18408,71865,51818,11840,6678
7590:9735,3622,16912,26679,122726,33328,53915,80807,95121,42355
7603:2158,13704,4627,98026,100810,46742,91301,20151,123304,64257
7605:16390,10295,5729,119683,60258,108599,8355,36807,69032,94722
7607:20732,30188,4643,9059,3580,23464,9745,16092,7909,4025
7608:40916,43387,54582,4227,12599,20631,20022,5581,17005,6395
7612:2158,20151,98026,39489,122254,48206,91301,16737,35470,36322
7617:28979,7760,46650,2641,755,654,17,37236,1119,17
7637:24889,43449,112994,19763,1313,16711,7217,410,1499,657
7657:20235,75298,48188,97908,73534,23010,97895,99520,76597,105088
7661:17876,47473,51382,49517,81789,5934,50272,107908,60659,54054
7678:9199,57026,37891,62307,6913,71795,117675,26141,42076,99237
7682:55798,14823,61872,110690,3216,6007,273,4910,16572,952
7692:8091,7222,55617,23741,1573,103160,94038,76659,107295,21089
7699:107704,20952,26919,5353,87928,929,82537,84044,65055,86480
7707:269,28061,63251,4541,108055,333,118400,19654,60621,35918
7708:15697,2602,15824,6635,113247,3816,22184,55099,82554,36739
7713:82339,71626,57226,39574,66730,22645,105409,7989,2578,70019
7734:16553,27047,16776,16092,5581,3842,6397,138,2163,1099
7741:909,23995,194,28061,302,51027,269,24670,39371,11252
7742:1766,13342,111944,35632,40269,10598,16161,8926,75650,37636
7743:582,55698,17131,110714,2351,9979,2273,58669,24055,36711
7751:43008,74127,1086,52028,15172,47364,30424,96356,70819,48192
7760:35065,28544,55469,71353,4258,7299,1824,15790,4227,39212
7766:118281,100637,96464,38837,91964,3999,72296,18787,77748,81427
7787:108599,119683,10295,36807,15787,16390,5729,19763,25733,12776
7813:4057,18296,3232,59798,31250,23333,2416,37885,5581,273
7818:2158,17761,7231,35068,65283,13600,51909,50581,17258,10454
7823:17818,22203,10360,41501,81547,100001,35277,14310,56344,24479
7825:40916,43387,93622,23933,116336,23333,2416,37885,4057,5581
7833:15363,122059,75543,41210,22387,73581,61484,43151,61666,5301
7841:57652,7241,20822,59541,93902,7667,6590,3214,44175,11194
7844:16819,111566,95881,10935,1389,2265,899,54,2427,2162
7850:5450,12976,78022,3107,91098,1839,77356,36575,49722,108706
7863:66304,113974,112534,84421,97202,1494,54582,4227,3546,25575
7869:100905,14246,87718,31954,4807,64965,34802,24689,72486,51638
7888:19614,58529,31274,5650,16092,25635,108022,10055,3511,45258
7889:3394,20396,57656,17317,94570,34919,53395,75558,105018,88701
7894:5450,12976,31795,59908,77356,78022,91098,29156,12081,4342
7903:3023,37535,114845,4378,10530,43162,106618,21459,76549,15411
7915:4135,14302,324,6009,273,11651,1266,24162,63935,95683
7921:6043,116660,92552,110374,50158,35254,119232,79679,111878,16970
7945:24502,8211,5771,18122,17121,3085,28755,1551,32546,82863
7946:5414,36575,49722,3546,90710,14285,4536,71519,2641,2069
7949:375,1508,5006,49660,6345,20022,40212,31419,46381,9162
7951:9440,2723,856,82340,39044,95729,56750,121024,108787,25125
7958:55487,84164,65462,109190,75880,36064,31893,16035,25050,42816
7962:1545,3527,6284,837,6793,726,13340,16049,52039,26062
7964:20067,10955,24576,2022,5581,57030,6249,720,25196,9346
7967:99985,46281,6977,6311,11590,95808,14814,5980,5975,36086
7969:645,101341,1871,749,18832,63827,55115,108511,80841,75737
7975:8355,19757,1001,1908,15676,2224,6641,103084,4288,11153
7976:2988,1001,13522,2125,9542,17,8582,1348,47258,9894
7977:57226,55666,39574,112961,82339,112633,22101,104170,33188,43239
7981:88773,95127,24098,106044,107677,86116,114389,35999,30671,1069
7990:16514,20711,185,9203,6471,26098,35840,5523,1780,31920
8002:18469,113729,82585,2359,90497,23697,52990,38,50902,5117
8008:65361,93953,43528,74581,122522,111859,30096,76406,103461,100408
8009:15250,9894,5869,47037,56177,79942,6308,49383,100937,4582
8023:106341,84280,19245,61315,32935,80320,111230,66907,107811,59088
8032:27785,14402,51027,89594,86464,43048,80532,116525,20546,32145
8036:463,2634,15949,9633,82186,25202,28352,27361,661,72400
8054:79511,12074,19418,116,74447,7523,53811,89812,2893,25357
8065:13340,52039,5445,72493,121331,40182,31128,59548,78416,2108
8068:72618,28945,65428,54866,66366,4995,33427,34920,112633,18950
8069:4068,9159,48014,2588,1146,20613,27886,4384,4580,3429
8081:40916,43387,93622,12599,1116,86828,97793,96967,105059,57375
8090:29310,27592,269,58529,19654,3,3487,17005,43013,14129
8097:68943,96976,61261,11945,103027,105204,1359,122558,15212,10445
8103:110789,41878,49284,19603,73728,99658,90548,34494,2460,17647
8104:8300,24468,47836,17,302,654,76,616,58,8
8130:5740,65457,11146,37776,102347,6970,17791,4630,24758,96177
8134:32578,5443,20059,32050,998,66465,15542,22507,19626,6387
8137:36711,34275,5268,20467,19418,7140,104032,10770,14422,1155
8141:90948,1331,80574,98548,99850,16742,1644,27108,81158,13031
8144:93,72898,46865,15720,670,3937,1376,5022,83569,99917
8150:2454,54188,106583,119382,45619,3613,39,7446,8521,60267
8159:3274,17552,93465,17273,4771,35418,10810,294,9717,5581
8161:77681,54240,8357,17,302,654,76,616,58,8
8163:20524,30955,122068,48307,64525,119683,16390,121749,108599,10749
8184:16357,39327,1474,2372,118716,8728,56011,14761,43361,42781
8186:36711,28061,87127,3067,94111,15433,53448,105515,56176,7222
8200:91694,278,1044,5638,6284,22292,294,1684,2988,1001
8206:21741,397,3145,44115,45783,19736,30614,67525,87753,43995
8217:1494,22292,294,13512,15676,32009,6485,69455,43121,18916
8224:123254,25769,84,41190,8688,2570,13340,52039,54939,72355
8225:101698,18194,7741,9736,114458,1488,88987,23604,32463,40671
8227:2115,41796,87455,61809,18960,34402,53560,50595,54334,108828
8229:16742,57375,95564,105059,89370,98548,111103,103286,8011,32135
8245:83569,99917,35220,51599,728,114940,2154,72457,103338,39949
8263:91897,110137,8476,39003,118201,17,302,654,76,616
8264:112888,96367,73761,10918,9398,122145,53292,5312,14147,93227
8270:7677,41818,98069,49125,9686,69691,78952,18059,8115,1494
8276:19654,3,4541,269,3487,2316,14998,7970,59506,58250
8285:2514,29794,3,18364,1357,4400,61364,13346,7507,302
8286:66482,80954,21381,5121,77290,4541,97678,113030,77513,20984
8287:81222,39633,114937,44222,23420,103695,98888,62565,56529,23445
8290:10070,1871,39358,43246,113180,120176,4988,48369,27314,116
8310:98778,49991,49237,116117,73180,50600,16017,106341,59579,65414
8314:35439,23183,40355,71,17,2021,25441,36797,891,8226
8325:2578,11485,70019,7989,4563,93329,49874,1684,2988,13069
8326:22419,22134,38391,16764,13627,12491,4423,11549,113684,76356
8334:28094,9992,2900,24502,99700,75760,63349,82238,51814,14687
8336:17,302,654,76,616,58,8,866,84,29
8343:22613,94226,33648,37499,1508,28544,55469,46324,9894,39519
8347:19654,3,112391,32025,114931,75322,269,28061,4541,23995
8352:71217,122598,120972,8930,47829,51027,60739,42290,26537,86464
8368:2644,17487,32256,15412,5026,53938,24143,53451,5610,14705
8380:9867,92054,760,81191,18049,81705,73581,15752,29894,32198
8396:66730,47702,34548,12874,20938,83264,294,58529,37225,43121
8401:70359,5889,31686,53543,58540,13433,95,3297,61239,1794
8406:60317,68047,78022,91098,49718,29156,26339,12663,65925,42211
8411:15573,5103,124,83700,20899,3014,1102,45320,2213,3309
8413:3158,2456,91173,2467,9331,22273,49777,56878,2678,14108
8435:70017,100478,6942,87220,94151,77666,20681,122510,58546,74817
8449:1109,4353,34000,4991,1875,58673,63304,84965,37308,103552
8450:120551,104474,90576,61181,66855,89042,29937,55170,86190,99243
8476:114570,14559,17839,48111,15987,93313,84213,27234,7690,78124
8477:34035,24502,13660,1551,3376,1131,2464,8211,5771,1007
8491:6419,25910,33489,1097,38353,19377,3237,45211,2200,630
8499:7843,34779,22403,30359,23518,107577,6026,37558,15304,13660
8500:53604,72419,32375,120437,33137,114133,93635,34979,103447,88651
8510:7965,77007,19233,13387,93254,52923,64510,53174,294,43255
8513:1052,29587,559,35101,106924,19618,30316,10580,59696,43690
8517:73124,35757,10289,55459,51558,65284,53061,114188,85190,97386
8530:80417,3527,40364,5312,4702,97678,112888,726,6284,837
8531:15657,56866,32223,9075,37674,63163,31812,15476,46682,17989
8534:60919,94331,8011,30422,226,176,70,103314,1709,106384
8536:13969,74970,13832,65768,4459,30993,14729,17607,14328,40269
8537:7974,36711,3536,1155,11506,14565,57700,69814,97606,110856
8552:811,22178,17,302,654,76,616,58,8,866
8569:9455,2116,8262,68248,117004,82743,96851,27193,70718,104890
8578:81129,108181,29976,50156,60087,10466,21389,13152,2816,106
8581:89016,60912,91408,23581,23639,32437,90780,27833,16322,8012
8582:49984,75652,123056,294,58529,16553,4722,45258,2148,525
8600:1546,45993,10009,93388,89372,76403,12931,66792,32790,72825
8603:77673,51517,38051,74219,47023,52473,47986,50394,82399,12270
8635:29254,4068,3328,2988,1318,9354,4619,194,5725,1109
8636:50129,83983,75791,45730,86725,59467,85406,79383,88222,60294
8637:81178,80533,89107,14855,44964,80860,16700,11023,66130,111687
8644:86937,9996,4054,6096,70945,79942,91326,19757,73609,10889
8651:22304,64621,24159,19763,78385,83866,819,40326,23655,14912
8660:4967,55229,1653,269,92932,41,21544,19654,96289,28544
8670:60302,8588,30401,121148,2525,57066,3423,40012,14059,93227
8681:6009,58916,23872,5702,78903,11651,14302,26889,64752,273
8692:1139,2831,88655,1044,120924,88995,84434,119993,91102,67045
8711:108666,90264,63582,14849,6043,122605,80495,69969,106252,72522
8717:81,112791,95291,81222,49948,71897,16146,180,42922,1532
8718:6444,17989,62636,15657,56866,32223,9075,37674,63163,15476
8719:19654,3,20899,77157,122068,4541,4751,4664,14500,3487
8735:86039,100183,9482,17,74510,4662,278,6759,82339,71626
8736:103249,4873,109949,60682,16630,2843,2345,5266,25022,47829
8746:1567,18055,15326,93395,53485,6547,14755,7936,13726,11326
8747:29978,9472,38604,535,11002,108294,55430,96654,41183,37862
8755:27589,32950,122688,29756,67938,67819,19067,86870,27582,17
8760:38295,37600,86747,64116,27850,101090,71546,79102,103680,98350
8765:57269,80584,24049,100322,10416,95793,56243,83309,30348,94006
8768:12578,59322,44488,120484,61914,21053,71590,4950,121841,659
8771:10869,39846,24579,51241,59439,65562,14383,31901,37633,44693
8774:5564,28544,55469,5689,76690,94111,13772,439,2801,2038
8782:114620,92232,82863,569,48510,81623,59167,86831,64403,46659
8788:12162,17089,73612,18512,121971,37636,3346,15873,24727,5362
8789:51741,77917,18163,19241,78022,2154,91098,1908,12976,5450
8790:46031,73581,38756,29618,11953,84859,3919,44525,73975,74012
8802:13074,1970,15559,9943,78276,2168,22424,32528,70326,50581
8810:10295,108599,119683,36807,16390,121749,5729,9212,114148,8731
8812:66439,124,20899,3014,45320,2213,3309,366,14085,110596
8822:86015,95404,28350,118822,81918,57846,73852,5495,47405,121522
8825:80417,7843,6096,356,9996,70945,86937,112888,99964,114299
8844:103267,22607,100851,111210,8191,11602,715,7045,2121,80329
8850:3233,559,7871,15921,67489,107431,52473,75953,71946,93129
8852:123225,85215,51282,3833,72247,25148,13178,39703,14880,29363
8862:91229,120818,118104,24460,50013,103318,93054,54507,51600,24666
8863:35144,454,24851,2908,12915,18055,15326,28643,93395,53485
8868:1762,1102,82340,70864,8688,2570,41190,45309,1908,17890
8870:17464,17769,269,3751,80239,7970,645,1927,20916,83366
8872:889,6793,73225,16049,26062,99111,52341,85938,59647,94039
8877:70116,10848,59359,151,3589,57944,110320,36954,16366,1325
8889:3407,1551,3214,3789,18122,3085,24502,19059,32546,68943
8890:42713,117854,5324,99534,72452,80930,65799,120377,13245,116153
8900:69591,14750,5080,10014,22199,6284,837,21171,11210,726
8906:1759,3159,4963,73940,2829,15442,3214,4738,4534,10827
8912:1218,83981,67829,47033,1155,62045,12199,33577,9332,31250
8913:5111,46200,50600,16017,15495,25276,42503,90394,82095,31701
8915:1287,15583,917,92932,41,20436,21544,10353,39013,55229
8916:25196,34352,4400,28864,18971,57902,61556,12537,6189,3
8920:30054,36919,18124,63107,107954,4854,59381,22411,54491,12663
8924:13170,58428,2069,71519,28325,3471,3407,1131,10695,11643
8931:28474,70386,3527,726,6284,837,18370,112888,345,7446
8935:27157,7009,19164,80125,22424,73581,67525,43995,104153,4087
8936:89051,54180,40588,736,6306,17,302,654,76,616
8958:12015,41037,3,28453,19757,84526,1908,4221,26371,9613
8984:9725,77230,14754,25127,1462,29417,78059,81173,352,162
9000:3546,1896,5414,1762,1102,70864,8688,2570,41190,31714
9001:66987,15846,4797,53543,103161,14867,55158,45229,16254,15627
9013:5857,17429,15433,14733,563,60,13732,93227,100925,18540
9024:1212,34610,68831,4294,27148,12248,94352,14018,1697,32353
9079:23377,1501,41385,42137,4702,18452,19757,1908,4288,4221
9085:7806,5278,18256,38735,97000,71519,3471,7785,11326,48222
9096:71515,378,34907,16997,103071,68488,1455,3233,72945,75825
9098:40552,27416,4353,94151,29618,22626,106470,2614,53022,82038
9106:1101,50577,26778,87525,14894,61326,5905,19757,1001,128
9111:16092,70561,386,31310,31837,71438,12071,16912,118305,4311
9122:27882,2158,40265,16604,22076,6075,4756,36591,27957,29092
9128:4396,60004,14549,1759,14882,4707,55527,3851,6109,51249
9135:51228,40662,48995,66230,66194,84227,67665,67344,72060,115024
9141:8225,16519,14401,7859,11725,1206,6601,2694,4459,38103
9152:28544,55469,20436,42305,40326,69032,4828,1478,9686,2578
9155:917,15583,591,12125,83541,25934,51859,47816,28513,66948
9157:12663,67362,17692,1787,10648,1547,512,71797,57567,41261
9158:5812,87110,7305,76092,21832,11989,25305,12227,75538,3131
9159:55798,3429,7166,29097,39447,9838,6353,48014,1890,1146
9160:189,81432,4459,69667,35625,24985,3172,18778,23191,92829
9161:117802,96306,93266,106817,96400,84089,8676,28977,6678,24450
9171:50581,670,112499,5735,16612,51909,2843,10043,8205,27995
9173:35065,4258,366,1824,521,35934,7299,86031,55812,99921
9200:9598,14671,24189,77109,59385,3606,51710,34686,32637,9997
9224:45977,8776,23333,5581,20614,57030,31908,7965,16593,3511
9225:92337,17767,19378,24181,101382,56779,39440,115100,62433,6394
9233:22776,378,7843,32656,90613,111995,78307,20167,87312,24384
9236:24079,54549,34433,27853,855,371,19015,497,25702,543
9237:55521,95253,119691,7578,19233,76533,14129,2148,3866,28036
9238:43898,89212,77052,40787,102092,76700,82339,107477,109989,117398
9245:3707,110803,18667,6009,16435,273,75215,34360,16950,29784
9249:109243,83619,54031,122944,29307,116391,12773,111866,47020,44246
9256:61647,13832,113055,68162,19272,1550,20613,4500,27886,64621
9276:596,72646,115594,66347,92496,112356,14893,66959,122950,22059
9288:3807,1731,64054,2200,37739,59047,10353,19620,44182,38460
9290:4409,62598,23923,37112,120534,46318,74475,34877,31597,49095
9291:83876,2031,14729,10510,43121,14129,3866,1551,44785,13969
9310:7222,21089,57102,34268,3485,63494,94038,5575,39013,8701
9312:18908,27886,50037,1128,42057,1684,3487,4828,8746,15738
9313:91543,16049,6793,27852,889,26062,837,1866,4227,25049
9331:69121,24308,64240,52132,28740,11246,8687,25224,36674,14294
9333:81656,30259,34582,245,4965,2739,353,4650,2939,4993
9350:4338,10295,449,303,9704,16390,117532,29221,113790,7577
9357:9760,83385,80021,986,7585,20184,17,302,654,76
9359:12559,6342,26062,1195,49874,50581,39371,14147,112499,16612
9364:82339,71626,39574,4018,46782,21544,121947,81461,102305,92932
9368:72716,50917,60740,19631,26550,5821,35213,888,32432,38319
9369:96026,73984,3376,4358,7821,69691,21914,6264,86770,8115
9371:38022,20899,93507,96133,48103,77113,43844,111103,57718,4664
9381:38349,122473,40263,97201,7931,27768,46332,22507,1913,86559
9389:45970,63225,39645,32076,72606,95029,97686,109119,18077,650
9394:6793,889,26062,3,2578,16049,19654,20173,21544,70019
9400:2469,6395,8588,16397,26530,85754,13091,10071,11718,12363
9402:9815,17,302,654,76,616,58,8,866,84
9420:4304,38213,19757,4662,5708,89778,36324,1330,17662,1937
9431:106295,2904,24181,106123,1839,39440,7843,24673,7681,92282
9432:35195,27630,39447,92115,51116,21325,47387,1684,4106,20744
9433:16952,71022,77882,95228,103886,15583,36494,1957,554,17
9437:32096,44531,311,17124,2166,366,49820,1023,7570,226
9442:81222,21445,23699,42592,5180,5381,9575,3852,13197,3103
9443:82339,71626,39574,37633,39846,10869,1119,1187,1001,3429
9451:40326,28094,1896,11053,9992,94823,39226,38250,32135,22528
9473:2694,56030,38103,9059,28795,32198,19423,72036,44703,39633
9474:73026,5078,46177,17,302,654,76,616,58,8
9486:38475,8213,1589,115711,78501,40921,3509,17684,22008,162
9487:6729,14155,1217,5857,2475,14476,730,16000,88413,240
9489:12175,18157,49722,25900,269,27297,64054,703,18971,20701
9494:6266,5450,100834,39166,38075,19524,51319,2880,12581,189
9498:4926,17,302,654,76,616,58,8,866,84
9499:72579,8162,2773,24274,114434,57931,99666,24290,108698,50875
9500:119955,57013,53071,71067,24482,60154,34773,13479,90115,79505
9507:3309,8011,53190,1435,116728,51890,83207,176,113166,66608
9514:36401,9961,63035,30289,62652,97268,23317,63098,85292,45791
9525:58890,14912,346,78398,93058,5956,4735,19128,1195,10276
9528:1086,43008,301,57724,5030,34793,105868,15172,83180,56458
9531:77264,8981,27438,60751,262,1851,82795,33574,62980,92453
9535:119683,16390,108599,24824,10295,36807,5729,12612,21640,119661
9538:82339,71626,57226,39574,73425,6040,5575,39013,14785,23963
9541:29477,70330,1410,2714,28848,72145,52271,521,10511,891
9553:449,38250,1550,71686,10813,70017,100478,6942,87220,94151
9568:66128,110156,27593,10883,19378,24673,85323,68090,14188,12432
9570:106344,14272,41999,20223,88209,99397,81298,55430,17198,6098
9571:6657,21650,12404,3864,11626,9566,105816,42877,109970,111317
9573:29472,1462,3232,80298,30877,786,24824,521,5613,15730
9576:48352,10038,17,302,654,76,616,58,8,866
9580:19418,36128,4753,3158,26889,20443,11677,3753,2456,88
9590:92932,41,65672,7578,74027,75000,75313,10695,20067,1551
9593:65768,1644,1217,30993,11813,10713,16319,370,15755,4764
9606:68625,24710,454,12874,3707,4342,5450,52721,20806,24450
9612:6011,78416,72493,39293,10869,35918,121331,2108,40182,8232
9613:29745,22348,12362,40552,21873,13779,563,5248,10127,97419
9614:84255,60543,117604,72788,28368,43221,101831,49941,29723,48088
9630:114485,63283,95738,103364,43710,52771,31111,82253,77022,36223
9665:29221,7843,59380,50581,112499,5735,16612,51909,8205,27995
9666:2270,3143,766,8276,12023,43517,13704,48696,29429,18512
9668:37032,6539,4173,4018,13844,29900,20699,8192,28198,645
9680:93,54723,8298,15720,3937,49204,32528,20405,14755,8205
9685:79453,1001,38250,32135,13069,1146,1550,1908,29293,3628
9693:7166,6353,3429,1001,33303,39013,62113,21544,3622,9838
9694:1002,1155,29468,1376,102540,40916,68954,33276,43387,11902
9696:62728,9203,88458,91739,924,31527,109784,87312,51710,32637
9711:88297,14108,24098,20416,89518,53684,59515,14370,73967,68931
9722:61647,53541,68495,77599,116243,29092,27853,19015,29458,42852
9727:37267,47064,40214,48330,43618,95436,64446,64247,36011,96969
9742:7003,46265,17235,109799,26231,59777,1001,32217,110720,47258
9745:18274,12388,46297,24895,9205,2254,99658,10611,69251,57437
9752:42506,59116,88044,8066,53749,22546,47089,6584,535,817
9753:52081,50746,90708,27496,4420,19035,9159,43335,8151,49818
9755:11826,99287,89474,269,102071,10759,6541,2514,3895,44508
9757:98501,12218,45133,2902,23376,82254,30279,59623,70890,4314
9786:42713,3546,4991,13772,38415,439,109399,5414,22134,40326
9808:4068,9565,58342,105434,2373,6880,13918,2776,30348,2995
9810:5253,60391,27850,70634,103862,97448,28053,53638,96921,88406
9812:15242,899,48,1187,9717,44716,60612,102661,7760,57753
9813:1710,889,633,8444,10759,65585,68567,388,6793,8048
9818:70017,100478,87220,94151,18512,4628,58546,74817,119129,28019
9820:122195,2290,8783,51322,62656,10267,29352,57062,2940,12694
9824:66033,5461,13961,14983,51987,86305,10664,52539,48627,51011
9827:215,7243,6130,194,73581,38756,29618,11953,84859,3919
9831:53943,55698,78191,176,4478,113883,47304,13169,54605,53483
9834:889,26062,16049,55562,6793,85801,128,5905,111736,49233
9837:28061,269,18537,29428,16523,59107,11026,2316,20916,13346
9839:43457,14838,4404,34919,80807,1969,75558,105018,8895,39506
9840:11991,24585,70783,30462,8641,62978,3233,8483,1065,3163
9864:31487,56220,79869,7655,190,89305,122993,36490,10401,71055
9879:138,7854,12229,7174,16957,17444,35630,13569,7914,6094
9890:75535,13273,11415,5572,17709,21873,78416,72493,121331,2108
9891:19654,3,45649,269,80239,4351,21735,20916,14874,28213
9892:43573,41,7965,5266,8737,25022,16206,34141,13500,1786
9896:6032,7841,680,47815,112984,98986,53929,22281,16641,93738
9899:82339,71626,57226,39574,23516,4068,19419,1001,13522,41037
9900:6036,13772,439,30020,346,26440,49180,7222,71531,27381
9911:34320,7744,100841,53026,65512,71136,87305,57253,29746,23734
9926:4173,15454,591,1762,84,13178,37032,8102,41190,917
9927:6395,37656,62860,3103,13091,9481,10966,33058,13306,50678
9929:6284,837,4756,8861,1912,726,46265,21171,11210,14750
9944:29614,104917,81557,55842,61786,5684,70346,80543,38681,100121
9945:13051,80495,18287,85801,30197,104321,68282,68163,59007,111920
9946:10131,10503,14403,2326,24811,3913,14508,193,510,81699
9961:91460,19621,63653,58740,122379,62564,86476,64464,22632,63691
9984:20369,112549,94087,28689,42713,120170,122605,119609,78811,26263
10030:194,32999,4991,1875,28314,34000,2641,8115,56948,4353
10040:13848,34397,28755,20747,43911,104617,3211,11191,14748,21371
10050:24919,17198,35939,78608,42382,3180,36885,3829,25978,24211
10051:18189,39433,96803,33880,68493,2228,72646,9796,39060,55854
10073:56957,79141,5266,21070,7578,88002,87266,87672,4722,946
10078:70818,19362,16996,17,302,654,76,616,58,8
10082:9159,40552,120205,46122,1146,117559,6641,4828,1102,76690
10084:10662,3068,91352,52056,301,17,302,654,76,616
10086:57634,9326,1109,495,3527,3234,2059,837,743,1866
10088:16917,72127,118337,54718,79937,39729,77143,60310,26339,8912
10090:53761,109271,74001,23289,61247,11541,20638,15153,30874,71525
10110:19757,13732,10889,1146,2433,37636,9059,12015,8582,1896
10111:8167,83076,113780,102276,1546,52979,29899,34293,87947,13253
10115:108069,17975,78592,52988,10862,55600,88489,112471,87749,21863
10117:23055,69073,1001,1146,1318,3918,4500,17124,6641,4288
10130:90948,99850,19419,1331,32998,1644,3808,110934,30525,2617
10132:11146,42,11082,10445,4486,1116,925,4630,2351,1359
10133:731,30095,1462,2464,724,854,1508,1966,311,3373
10136:93,13739,105311,29021,1684,670,3937,21463,34775,2326
10140:6541,1380,104165,1776,278,39697,11415,8986,7935,73673
10148:106817,96400,3180,25978,12841,17198,6098,78608,104580,10342
10155:33763,27833,1225,346,89157,37977,117710,6867,118874,58358
10156:115131,37489,32675,14285,58673,108754,63304,20587,120170,84965
10194:115087,31901,123254,16366,77403,69262,79973,34324,34258,54939
10196:11053,93857,1896,81974,16838,28453,16517,24613,32135,36285
10200:7741,9736,55162,122063,1939,67282,87532,78739,56463,6190
10210:21091,30319,44079,20676,14496,110507,113133,81611,116173,96380
10233:114024,103949,26628,33833,58227,53668,13411,116154,111673,114211
10235:18122,3085,24502,1551,32546,24179,3407,90488,10695,1066
10236:49680,115685,33195,115745,65107,111394,4206,113475,73707,107018
10237:7222,47387,2988,10889,1146,13522,62947,117559,2433,68824
10249:29211,111484,91659,79052,68312,26349,9294,92890,110798,17503
10254:285,11026,63125,490,5412,39519,5702,6359,273,1685
10267:11506,21280,13772,439,45977,24055,5301,2077,2031,2829
10275:103362,97564,119950,73474,121534,20478,27107,2952,31743,113167
10276:7578,12874,68065,71092,52923,64510,13387,93254,53174,3634
10279:4351,86859,1550,39588,71055,30475,75492,532,5848,114526
10302:11053,1896,35195,95279,54540,82339,60912,71626,57226,39574
10303:22218,32675,14285,58673,63304,20587,120170,84965,39396,194
10304:19885,1684,6239,4106,1212,9542,22528,15657,11153,2776
10306:9916,13683,6880,7655,53915,66230,66194,4560,82339,5410
10313:4991,34233,14729,15676,563,99700,7808,559,46768,10510
10317:8166,54107,55962,11146,1550,3628,117559,7527,346,6503
10335:51204,69127,122178,83186,88198,37580,64108,29802,116819,15531
10339:85394,21089,34268,14384,94038,2570,1762,41190,8688,5301
10342:21632,116340,17831,20440,11284,25194,5542,94781,112756,47858
10346:30545,10880,8167,10003,119814,31879,104057,51326,29290,33652
10359:70359,26460,4949,50218,16056,9846,925,1955,718,11146
10364:116484,27090,45291,32721,14345,3472,27976,34880,36715,3537
10366:21098,15814,92739,49085,52287,13862,6636,32480,59111,55521
10371:6627,1231,10069,118674,463,8419,11193,119955,100426,75347
10377:1119,109,1187,48,15242,14912,9717,44716,12155,9012
10378:99788,12487,103988,20732,118789,84566,47227,59738,106817,96866
10387:53812,48539,17,302,654,76,616,58,8,866
10388:28945,82339,71626,55521,119835,95253,39574,13279,66271,11358
10392:57573,11002,48357,108294,36275,40637,55548,50499,55430,81846
10408:78494,18269,95895,108622,33763,81363,14793,25893,20411,41296
10420:86648,5348,39624,38903,9585,8034,2345,1784,34523,31908
10427:105945,63872,14908,9711,61213,20505,1023,54523,33960,45268
10439:1762,84,80239,8688,2570,28061,269,41190,7222,40269
10445:4753,31101,17250,42090,6552,58133,2692,22321,7882,5998
10454:4296,116650,94440,101885,58991,70467,74831,109082,10742,116627
10471:82339,60912,71626,39574,9244,94722,7222,3115,89405,386
10478:12015,7166,6353,3429,1001,1890,41037,32480,9838,90365
10479:62290,1551,53691,31207,375,2944,1462,68370,70299,1508
10480:4669,16912,6239,8654,9332,22315,8991,12441,8359,5490
10488:278,69073,1001,1550,1318,13522,4500,41037,1374,17124
10502:11241,3022,60935,17302,104025,9919,21868,56632,58923,22678
10513:117817,10817,110290,21091,11831,8011,31189,4664,30422,226
10523:3789,18122,3085,24502,1551,32546,24179,3407,90488,10695
10543:121879,1069,946,57573,11002,48357,108294,36275,40637,55548
10554:66956,76076,96771,105457,92592,4036,105790,92306,4000,2092
10563:4643,30116,93,12464,56656,22528,16523,17245,37633,11039
10564:39440,19378,101382,98548,28122,56779,24181,4963,16742,23709
10570:5702,6009,12742,2073,9439,3989,4135,324,45082,22190
10573:45391,11749,19358,98361,57695,26987,40335,13839,14030,44650
10580:5522,115960,80505,55229,115836,66474,1023,5689,79242,42669
10636:37600,14559,1148,43008,250,3675,2789,1086,15172,87652
10655:35566,9890,13468,657,28379,9482,73013,27561,50056,84766
10691:42681,16706,104892,9695,490,4181,2172,4259,1413,56554
10693:917,591,15583,9185,720,73521,37806,8232,34292,11941
10698:18971,4400,7507,3487,32562,3,255,2610,43013,14998
10707:19296,39433,11412,114239,54230,72834,882,62470,2915,85832
10710:2570,41190,8688,20631,12599,13340,52039,54582,96967,21154
10726:93227,100925,17173,74882,60350,19844,33384,66255,107396,18540
10747:95225,75797,68503,31456,87732,48141,73879,66107,9997,77868
10758:5387,5785,48596,55657,889,18749,7333,16049,6793,26062
10770:29922,30533,73759,3214,54276,28828,84434,110343,46694,104402
10779:58757,65289,108529,42284,47168,9719,118063,76193,73428,17773
10794:2158,5947,250,7936,2514,68125,51327,20409,21653,104401
10801:103715,69427,32628,107318,48922,31005,49514,35491,119901,88694
10807:82340,58829,9440,856,39044,89758,93183,70152,36881,6271
